country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","18-04-2026 17:00:00",13.940000,75.555917,NH3,3,3,3
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","18-04-2026 17:00:00",16.802639,75.722694,PM2.5,20,31,30
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","18-04-2026 17:00:00",11.875000,75.373200,PM2.5,58,71,63
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","18-04-2026 17:00:00",11.875000,75.373200,SO2,1,6,1
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","18-04-2026 17:00:00",11.875000,75.373200,OZONE,29,34,32
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","18-04-2026 17:00:00",15.459706,75.008381,CO,34,82,45
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","18-04-2026 17:00:00",15.459706,75.008381,OZONE,40,41,40
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","18-04-2026 17:00:00",15.3714823,75.1160168,PM10,54,65,62
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","18-04-2026 17:00:00",15.3714823,75.1160168,NH3,1,2,2
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","18-04-2026 17:00:00",15.3714823,75.1160168,CO,12,36,12
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","18-04-2026 17:00:00",17.336318,76.847397,PM10,30,74,52
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","18-04-2026 17:00:00",26.200388,78.147714,NH3,1,5,4
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","18-04-2026 17:00:00",22.7524,75.8872,CO,32,48,39
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","18-04-2026 17:00:00",22.7524,75.8872,OZONE,12,21,16
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","18-04-2026 17:00:00",22.6780,75.8559,PM2.5,1,89,48
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","18-04-2026 17:00:00",22.6780,75.8559,NH3,1,4,2
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","18-04-2026 17:00:00",22.7084,75.8815,PM2.5,21,78,47
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","18-04-2026 17:00:00",23.233584,77.400574,SO2,8,34,21
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","18-04-2026 17:00:00",23.81748678,79.446246,SO2,43,59,51
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","18-04-2026 17:00:00",22.9682591,76.064118,PM10,54,148,102
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","18-04-2026 17:00:00",26.203442,78.193251,PM2.5,17,67,37
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","18-04-2026 17:00:00",22.624758,75.675238,NO2,11,33,20
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","18-04-2026 17:00:00",22.624758,75.675238,SO2,5,31,14
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","18-04-2026 17:00:00",23.838586,78.759431,CO,19,83,21
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","18-04-2026 17:00:00",23.838586,78.759431,OZONE,55,157,137
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","18-04-2026 17:00:00",12.889250,74.853000,NO2,7,15,9
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","18-04-2026 17:00:00",12.21041,76.37376,CO,6,29,16
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","18-04-2026 17:00:00",12.733409,77.298051,NO2,8,43,19
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","18-04-2026 17:00:00",19.309073,73.057223,NO2,12,36,21
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","18-04-2026 17:00:00",19.309073,73.057223,CO,8,42,16
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","18-04-2026 17:00:00",19.309073,73.057223,OZONE,12,90,63
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","18-04-2026 17:00:00",19.786089,72.757971,OZONE,52,54,52
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","18-04-2026 17:00:00",19.962900,79.298714,NO2,33,48,38
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","18-04-2026 17:00:00",19.9775302,79.2337086,PM10,78,237,146
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","18-04-2026 17:00:00",19.9775302,79.2337086,NO2,NA,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","18-04-2026 17:00:00",19.9775302,79.2337086,SO2,1,98,27
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","18-04-2026 17:00:00",20.918946,74.776388,SO2,7,18,13
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","18-04-2026 17:00:00",20.918946,74.776388,CO,2,40,5
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","18-04-2026 17:00:00","19.2268427 ","73.0788456 ",PM10,35,69,48
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","18-04-2026 17:00:00","19.2268427 ","73.0788456 ",OZONE,1,37,28
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","18-04-2026 17:00:00",19.710842,77.151824,PM10,39,135,68
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","18-04-2026 17:00:00",21.001264,75.565602,PM2.5,55,142,89
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","18-04-2026 17:00:00",21.001264,75.565602,NO2,8,55,18
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","18-04-2026 17:00:00",19.854616,75.905894,NO2,18,26,20
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","18-04-2026 17:00:00",19.854616,75.905894,SO2,3,11,7
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","18-04-2026 17:00:00",16.6870449,74.2505872,NH3,3,3,3
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","18-04-2026 17:00:00",16.6870449,74.2505872,CO,10,33,21
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","18-04-2026 17:00:00",16.7143745,74.2426398,PM10,13,218,71
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","18-04-2026 17:00:00",16.7143745,74.2426398,SO2,NA,NA,NA
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","18-04-2026 17:00:00",18.39963,76.57452,NH3,3,37,9
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","18-04-2026 17:00:00",18.39963,76.57452,OZONE,7,47,38
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","18-04-2026 17:00:00",18.1023399,73.4783687,NH3,3,7,5
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","18-04-2026 17:00:00",20.555712,74.529236,SO2,2,19,9
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","18-04-2026 17:00:00",19.296481,72.840923,NO2,7,30,15
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","18-04-2026 17:00:00",19.296481,72.840923,NH3,3,6,5
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","18-04-2026 17:00:00",19.296481,72.840923,SO2,7,10,8
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","18-04-2026 17:00:00",19.053536,72.84643,CO,9,66,46
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","18-04-2026 17:00:00",19.23241,72.86895,PM10,NA,NA,NA
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","18-04-2026 17:00:00",19.875620,75.387310,PM2.5,17,53,32
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","18-04-2026 17:00:00",19.875620,75.387310,SO2,8,32,13
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","18-04-2026 17:00:00",19.875620,75.387310,OZONE,36,89,72
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","18-04-2026 17:00:00",19.8389439,75.244448,OZONE,18,66,50
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","18-04-2026 17:00:00",19.863756,75.321188,NH3,2,6,4
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","18-04-2026 17:00:00",19.16485,73.23409,PM2.5,36,71,57
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","18-04-2026 17:00:00",19.16485,73.23409,NH3,3,6,4
India,Maharashtra,Beed,"Bir, Beed - MPCB","18-04-2026 17:00:00",18.988474,75.753873,CO,20,128,26
India,Maharashtra,Beed,"Bir, Beed - MPCB","18-04-2026 17:00:00",18.988474,75.753873,OZONE,2,64,58
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","18-04-2026 17:00:00",19.2243333,72.8658113,PM2.5,25,73,42
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","18-04-2026 17:00:00",18.9767,72.8380,PM2.5,15,55,27
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","18-04-2026 17:00:00",18.9767,72.8380,NH3,2,9,5
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","18-04-2026 17:00:00",18.9767,72.8380,SO2,1,7,4
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","18-04-2026 17:00:00",18.9767,72.8380,CO,42,71,58
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","18-04-2026 17:00:00",18.9767,72.8380,OZONE,1,40,32
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","18-04-2026 17:00:00",19.11074,72.86084,OZONE,9,59,53
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","18-04-2026 17:00:00",19.10078,72.87462,SO2,7,8,7
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","18-04-2026 17:00:00",18.910000,72.820000,PM2.5,8,38,18
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","18-04-2026 17:00:00",18.910000,72.820000,NH3,4,4,4
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","18-04-2026 17:00:00",19.04946,72.9230,PM2.5,26,75,45
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","18-04-2026 17:00:00",19.04946,72.9230,NH3,9,20,12
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","18-04-2026 17:00:00",19.04946,72.9230,SO2,1,3,3
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","18-04-2026 17:00:00",19.215859,72.831718,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","18-04-2026 17:00:00",19.215859,72.831718,SO2,1,4,2
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","18-04-2026 17:00:00",19.0632143,72.8456324,PM10,53,102,76
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","18-04-2026 17:00:00",19.1653323,72.922099,PM2.5,7,87,32
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","18-04-2026 17:00:00",19.0863,72.8888,NO2,5,8,5
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","18-04-2026 17:00:00",19.0863,72.8888,CO,8,20,13
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","18-04-2026 17:00:00",19.19709,72.82204,PM2.5,13,55,31
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","18-04-2026 17:00:00",19.19709,72.82204,CO,30,46,39
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","18-04-2026 17:00:00",19.1878657,72.8304069,NH3,1,2,2
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","18-04-2026 17:00:00",18.897756,72.813320,PM10,67,98,81
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","18-04-2026 17:00:00",18.897756,72.813320,NO2,20,49,30
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","18-04-2026 17:00:00",18.897756,72.813320,CO,16,34,23
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","18-04-2026 17:00:00",19.137500,72.915056,SO2,2,10,5
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","18-04-2026 17:00:00",19.000084,72.856730,PM10,30,76,50
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","18-04-2026 17:00:00",19.000084,72.856730,OZONE,4,33,24
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","18-04-2026 17:00:00",19.000083,72.813993,PM10,54,84,64
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","18-04-2026 17:00:00",19.047000,72.874600,NO2,26,31,28
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","18-04-2026 17:00:00",19.10861,72.83622,PM2.5,25,50,34
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","18-04-2026 17:00:00",19.10861,72.83622,PM10,32,66,44
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","18-04-2026 17:00:00",19.309073,73.057223,PM10,43,130,80
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.090337,73.014232,SO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.1135051,73.008978,NH3,1,1,1
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.008751,73.016620,NH3,7,7,7
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.0575752,73.0151367,PM2.5,27,69,42
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.0575752,73.0151367,NO2,6,27,14
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.0575752,73.0151367,CO,4,50,29
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.02579,73.10297,NO2,18,25,21
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.02579,73.10297,CO,15,26,18
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","18-04-2026 17:00:00",19.0630,73.1209,OZONE,15,79,41
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","18-04-2026 17:00:00",19.265594,76.761463,NO2,10,23,14
India,Maharashtra,Pimpri-Chinchwad,"Bhosari,Pimpri-Chinchwad - IITM","18-04-2026 17:00:00",18.640051,73.848956,NO2,19,26,22
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pimpri-Chinchwad - IITM","18-04-2026 17:00:00",18.605770,73.749976,OZONE,3,102,57
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.63673,73.82487,PM2.5,47,68,58
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.63673,73.82487,PM10,69,112,92
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.63673,73.82487,OZONE,4,69,54
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.59051,73.77946,CO,28,86,52
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","18-04-2026 17:00:00",25.5586,91.8985,PM2.5,1,360,28
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","18-04-2026 17:00:00",25.5586,91.8985,OZONE,17,50,33
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-04-2026 17:00:00",20.832874,85.104082,PM2.5,11,142,55
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-04-2026 17:00:00",20.832874,85.104082,NH3,2,4,2
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-04-2026 17:00:00",20.832874,85.104082,SO2,9,34,16
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-04-2026 17:00:00",20.832874,85.104082,CO,36,75,56
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","18-04-2026 17:00:00",21.51161,86.89088,NO2,1,16,7
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.616318,73.765797,PM2.5,3,218,74
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM","18-04-2026 17:00:00",18.664282,73.763966,NO2,19,53,33
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","18-04-2026 17:00:00",18.573040,73.927715,PM10,71,120,107
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","18-04-2026 17:00:00",18.536457,73.805454,PM2.5,16,83,57
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","18-04-2026 17:00:00",18.530085,73.849598,PM10,68,127,99
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","18-04-2026 17:00:00",19.173852,77.296291,SO2,7,15,13
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","18-04-2026 17:00:00",20.0073285,73.7762427,PM2.5,51,118,83
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","18-04-2026 17:00:00",20.021503,73.813844,PM2.5,38,99,72
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","18-04-2026 17:00:00",19.950220,73.731480,NO2,8,18,11
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","18-04-2026 17:00:00",19.950220,73.731480,OZONE,29,64,53
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","18-04-2026 17:00:00",19.9591346,73.7788008,CO,18,40,22
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","18-04-2026 17:00:00",18.9942180,72.8158167,PM2.5,10,132,56
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","18-04-2026 17:00:00",18.9942180,72.8158167,PM10,32,154,67
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","18-04-2026 17:00:00",18.9942180,72.8158167,NH3,3,3,3
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","18-04-2026 17:00:00",21.121801,79.04952,OZONE,2,129,107
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","18-04-2026 17:00:00",21.14472,79.107595,NH3,4,35,13
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","18-04-2026 17:00:00",21.14472,79.107595,SO2,3,105,59
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","18-04-2026 17:00:00",21.143383,79.048912,NH3,4,4,4
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","18-04-2026 17:00:00",19.222279,72.957979,CO,17,34,21
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","18-04-2026 17:00:00",19.235581,73.159121,NO2,11,30,20
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","18-04-2026 17:00:00","19.2307571 ",73.1551920,NH3,2,4,3
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","18-04-2026 17:00:00","19.2307571 ",73.1551920,OZONE,9,46,33
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","18-04-2026 17:00:00",19.4458210,72.7988231,NO2,NA,NA,NA
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","18-04-2026 17:00:00",19.4458210,72.7988231,OZONE,16,56,35
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","18-04-2026 17:00:00",18.547056,73.826908,CO,21,61,30
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","18-04-2026 17:00:00",17.65439,75.90649,PM2.5,58,111,81
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","18-04-2026 17:00:00",19.26777,72.97182,NO2,7,27,15
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","18-04-2026 17:00:00",22.1166054,85.3945546,OZONE,2,137,116
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","18-04-2026 17:00:00",21.941841,86.728318,NO2,1,10,4
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","18-04-2026 17:00:00",20.240790,85.836784,PM2.5,2,53,26
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","18-04-2026 17:00:00","30.736056 ",76.209694,OZONE,19,41,40
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","18-04-2026 17:00:00",30.9028,75.8086,PM2.5,57,86,62
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","18-04-2026 17:00:00",30.649961,76.331442,PM10,73,172,119
India,Punjab,Patiala,"Model Town, Patiala - PPCB","18-04-2026 17:00:00",30.349388,76.366642,PM2.5,39,92,67
India,Punjab,Patiala,"Model Town, Patiala - PPCB","18-04-2026 17:00:00",30.349388,76.366642,CO,7,57,17
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","18-04-2026 17:00:00",31.0325454,76.5623046,PM10,15,26,19
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","18-04-2026 17:00:00",26.470859,74.646594,PM10,86,155,111
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","18-04-2026 17:00:00",26.470859,74.646594,NH3,3,4,4
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","18-04-2026 17:00:00",21.847279,85.416905,OZONE,11,20,16
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","18-04-2026 17:00:00",22.18972222,84.86277778,PM10,68,73,70
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","18-04-2026 17:00:00",22.220833,84.809444,SO2,5,7,6
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","18-04-2026 17:00:00",22.220833,84.809444,OZONE,7,22,20
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","18-04-2026 17:00:00",21.606865,85.510538,PM10,55,130,94
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","18-04-2026 17:00:00",21.606865,85.510538,SO2,NA,NA,NA
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","18-04-2026 17:00:00",21.606865,85.510538,OZONE,6,116,86
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","18-04-2026 17:00:00",20.9360711,85.1707021,PM2.5,11,151,59
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","18-04-2026 17:00:00",20.9360711,85.1707021,NO2,21,70,42
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","18-04-2026 17:00:00",24.892047,74.623527,PM10,36,119,68
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","18-04-2026 17:00:00",24.892047,74.623527,OZONE,2,109,98
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","18-04-2026 17:00:00",28.296139,74.961696,CO,8,40,13
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","18-04-2026 17:00:00",28.296139,74.961696,OZONE,83,123,98
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","18-04-2026 17:00:00",26.895552,76.334753,NO2,8,158,45
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","18-04-2026 17:00:00",26.699557,77.898881,NO2,NA,NA,NA
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","18-04-2026 17:00:00",26.699557,77.898881,NH3,NA,NA,NA
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","18-04-2026 17:00:00",22.06156703,85.47409613,SO2,12,13,13
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","18-04-2026 17:00:00",21.8004996,83.8396977,CO,2,46,35
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","18-04-2026 17:00:00",21.8004996,83.8396977,OZONE,44,65,57
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","18-04-2026 17:00:00",20.94185,86.11510,OZONE,9,109,86
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","18-04-2026 17:00:00","20.48891     ","85.84768     ",NH3,2,2,2
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","18-04-2026 17:00:00","20.48891     ","85.84768     ",CO,48,61,58
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","18-04-2026 17:00:00",27.554793,76.611536,SO2,10,27,20
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","18-04-2026 17:00:00",23.555190,74.440010,PM2.5,18,301,67
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","18-04-2026 17:00:00",23.555190,74.440010,SO2,1,16,7
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","18-04-2026 17:00:00",25.747299,71.393989,PM2.5,7,32,16
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","18-04-2026 17:00:00",25.747299,71.393989,PM10,42,135,87
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","18-04-2026 17:00:00",25.747299,71.393989,OZONE,31,67,56
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","18-04-2026 17:00:00","20.48891     ","85.84768     ",OZONE,11,77,57
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","18-04-2026 17:00:00",21.643900,85.599355,PM10,NA,NA,NA
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","18-04-2026 17:00:00",21.643900,85.599355,NO2,NA,NA,NA
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","18-04-2026 17:00:00",21.643900,85.599355,SO2,NA,NA,NA
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","18-04-2026 17:00:00",21.847279,85.416905,PM10,46,130,86
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","18-04-2026 17:00:00",31.620000,74.876512,PM2.5,54,83,63
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","18-04-2026 17:00:00",31.620000,74.876512,NH3,6,15,8
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","18-04-2026 17:00:00",30.233011,74.907758,CO,48,81,75
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","18-04-2026 17:00:00",31.321907,75.578914,SO2,22,23,22
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","18-04-2026 17:00:00",25.339605,74.618883,NO2,8,92,31
