country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","18-04-2026 17:00:00",30.075911,78.2859547,CO,37,37,37
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","18-04-2026 17:00:00",23.685297,86.945968,NH3,3,5,4
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","18-04-2026 17:00:00",23.6979360,86.9443950,SO2,25,68,65
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","18-04-2026 17:00:00",23.6979360,86.9443950,OZONE,9,57,40
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","18-04-2026 17:00:00",23.6181830,87.1057180,NH3,1,2,1
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","18-04-2026 17:00:00",23.616515,87.119133,PM2.5,13,50,35
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","18-04-2026 17:00:00",23.616515,87.119133,SO2,10,13,11
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","18-04-2026 17:00:00",23.567923,87.306843,PM10,46,66,56
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","18-04-2026 17:00:00",23.567923,87.306843,NO2,1,22,8
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","18-04-2026 17:00:00",23.5087640,87.3544400,NO2,29,50,36
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","18-04-2026 17:00:00",23.5087640,87.3544400,NH3,4,6,5
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","18-04-2026 17:00:00",22.06047,88.109737,NO2,7,26,9
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","18-04-2026 17:00:00",22.629801,88.352017,SO2,6,8,7
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","18-04-2026 17:00:00",22.629801,88.352017,OZONE,9,29,25
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","18-04-2026 17:00:00",22.611968,88.347422,OZONE,11,25,20
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","18-04-2026 17:00:00",22.5687319,88.2797276,PM2.5,15,45,27
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","18-04-2026 17:00:00",22.5687319,88.2797276,SO2,7,55,25
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","18-04-2026 17:00:00",22.5687319,88.2797276,CO,18,50,32
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","18-04-2026 17:00:00",22.5367507,88.3638022,PM10,18,62,34
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","18-04-2026 17:00:00",22.58157048,88.41002457,PM2.5,17,63,34
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","18-04-2026 17:00:00",22.58157048,88.41002457,OZONE,18,50,39
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","18-04-2026 17:00:00",22.556640,88.342674,PM2.5,19,44,27
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","18-04-2026 17:00:00",22.556640,88.342674,CO,14,20,18
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","18-04-2026 17:00:00",22.49929,88.36917,PM10,22,53,36
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","18-04-2026 17:00:00",22.49929,88.36917,OZONE,6,35,29
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","18-04-2026 17:00:00",22.627847,88.380669,SO2,4,10,7
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","18-04-2026 17:00:00",22.51106,88.35142,NO2,16,42,26
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","18-04-2026 17:00:00",22.5448082,88.3403691,PM2.5,16,58,32
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","18-04-2026 17:00:00",22.5448082,88.3403691,OZONE,22,65,49
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","18-04-2026 17:00:00",26.6879226,88.4152495,PM2.5,NA,NA,NA
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","18-04-2026 17:00:00",26.6879226,88.4152495,SO2,NA,NA,NA
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","18-04-2026 17:00:00",26.6879226,88.4152495,OZONE,51,63,58
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","18-04-2026 17:00:00",26.63086,84.90051,NO2,2,4,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB","18-04-2026 17:00:00",25.376776,86.471523,NO2,4,5,5
India,Bihar,Munger,"Town Hall, Munger - BSPCB","18-04-2026 17:00:00",25.376776,86.471523,SO2,3,108,70
India,Bihar,Munger,"Town Hall, Munger - BSPCB","18-04-2026 17:00:00",25.376776,86.471523,OZONE,9,11,9
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-04-2026 17:00:00",26.1403345,85.3650192,PM2.5,53,98,68
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-04-2026 17:00:00",26.1403345,85.3650192,PM10,54,76,61
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-04-2026 17:00:00",26.1403345,85.3650192,CO,29,52,39
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-04-2026 17:00:00",26.1403345,85.3650192,OZONE,12,82,51
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","18-04-2026 17:00:00",26.1209,85.3647,NO2,8,16,9
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-04-2026 17:00:00",25.265194,87.012947,NO2,6,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-04-2026 17:00:00",25.265194,87.012947,NH3,6,9,7
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","18-04-2026 17:00:00",25.204762,85.514960,NH3,3,4,3
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","18-04-2026 17:00:00",25.567520,83.966379,PM10,39,92,67
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","18-04-2026 17:00:00",25.567520,83.966379,NO2,9,10,10
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-04-2026 17:00:00",25.7808257,84.7446768,NO2,2,9,4
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-04-2026 17:00:00",25.7808257,84.7446768,SO2,2,119,38
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-04-2026 17:00:00",25.7808257,84.7446768,OZONE,4,26,20
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","18-04-2026 17:00:00",26.10887,91.589544,NH3,2,10,4
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","18-04-2026 17:00:00",26.10887,91.589544,SO2,3,21,12
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","18-04-2026 17:00:00",26.181742,91.78063,SO2,6,14,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","18-04-2026 17:00:00",26.446912,91.439057,PM10,NA,NA,NA
India,Assam,Silchar,"Tarapur, Silchar - PCBA","18-04-2026 17:00:00",24.82827,92.79525,PM2.5,27,56,43
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","18-04-2026 17:00:00",26.987634,94.636574,NO2,31,52,38
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","18-04-2026 17:00:00",24.792403,84.992416,CO,1,25,4
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","18-04-2026 17:00:00",25.697189,85.245900,PM10,74,137,110
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","18-04-2026 17:00:00",25.560083,87.553265,CO,50,102,96
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","18-04-2026 17:00:00",26.0881305,87.93840336,PM10,5,53,34
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","18-04-2026 17:00:00",26.0881305,87.93840336,NO2,7,9,8
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","18-04-2026 17:00:00",26.0881305,87.93840336,CO,12,16,13
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","18-04-2026 17:00:00",16.554731,80.649110,NH3,3,6,4
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","18-04-2026 17:00:00",27.103358,93.679645,PM2.5,40,184,74
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","18-04-2026 17:00:00",27.103358,93.679645,PM10,47,138,79
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","18-04-2026 17:00:00",27.103358,93.679645,NO2,7,8,8
India,Assam,Guwahati,"IITG, Guwahati - PCBA","18-04-2026 17:00:00",26.2028636,91.70046436,NO2,1,7,3
India,Assam,Guwahati,"IITG, Guwahati - PCBA","18-04-2026 17:00:00",26.2028636,91.70046436,CO,8,22,15
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-04-2026 17:00:00",16.5150833,80.5181667,NH3,2,3,3
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-04-2026 17:00:00",16.5150833,80.5181667,OZONE,18,77,54
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","18-04-2026 17:00:00",14.675886,77.593027,NO2,16,23,17
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","18-04-2026 17:00:00",13.204880,79.097889,CO,8,20,13
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","18-04-2026 17:00:00",16.711754,81.092095,NH3,1,1,1
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","18-04-2026 17:00:00",13.67,79.35,SO2,4,30,11
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","18-04-2026 17:00:00",13.615387,79.409230,SO2,8,16,10
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","18-04-2026 17:00:00",16.536107,80.594233,SO2,6,18,9
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","18-04-2026 17:00:00",16.509717,80.612222,PM10,39,62,49
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","18-04-2026 17:00:00",16.509717,80.612222,NO2,14,26,20
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","18-04-2026 17:00:00",25.5626095,84.663264,OZONE,4,19,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","18-04-2026 17:00:00",24.75746,84.366208,SO2,3,17,10
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","18-04-2026 17:00:00",26.80365,84.51954,CO,26,49,31
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","18-04-2026 17:00:00",16.316553,80.413302,OZONE,32,66,54
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","18-04-2026 17:00:00",16.186555,81.13219,NH3,NA,NA,NA
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","18-04-2026 17:00:00",16.186555,81.13219,OZONE,30,50,38
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","18-04-2026 17:00:00",26.146529,87.454184,PM10,45,175,85
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","18-04-2026 17:00:00",25.5626095,84.663264,NO2,6,10,7
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","18-04-2026 17:00:00",28.498571,77.264840,PM10,115,278,253
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","18-04-2026 17:00:00",28.498571,77.264840,NH3,8,10,9
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","18-04-2026 17:00:00",28.498571,77.264840,SO2,9,34,20
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","18-04-2026 17:00:00",28.5710274,77.0719006,PM10,41,434,153
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","18-04-2026 17:00:00",28.5627763,77.1180053,CO,18,69,34
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","18-04-2026 17:00:00","28.493624 ","77.201159 ",PM2.5,6,321,103
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","18-04-2026 17:00:00","28.493624 ","77.201159 ",PM10,30,267,114
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","18-04-2026 17:00:00","28.493624 ","77.201159 ",CO,30,56,41
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-04-2026 17:00:00",28.6811736,77.3025234,PM2.5,56,314,153
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-04-2026 17:00:00",28.6811736,77.3025234,OZONE,12,42,21
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","18-04-2026 17:00:00",28.542460,77.191651,PM2.5,13,117,54
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","18-04-2026 17:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","18-04-2026 17:00:00",21.237755,81.705301,PM2.5,59,81,69
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 17:00:00",21.371751,81.664929,PM2.5,32,112,56
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 17:00:00",21.371751,81.664929,NH3,3,3,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 17:00:00",21.371751,81.664929,SO2,8,60,24
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","18-04-2026 17:00:00",22.06631475,83.33820077,PM2.5,39,82,61
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","18-04-2026 17:00:00",22.06631475,83.33820077,NH3,1,2,2
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","18-04-2026 17:00:00",22.06631475,83.33820077,SO2,5,20,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","18-04-2026 17:00:00",22.06631475,83.33820077,OZONE,11,98,71
India,Delhi,Delhi,"Alipur, Delhi - DPCC","18-04-2026 17:00:00",28.815329,77.153010,PM2.5,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","18-04-2026 17:00:00",22.118125,83.140608,OZONE,2,14,7
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","18-04-2026 17:00:00",22.368195,82.746431,PM2.5,17,35,25
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","18-04-2026 17:00:00",22.368195,82.746431,SO2,6,132,50
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","18-04-2026 17:00:00",22.368195,82.746431,CO,13,52,25
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","18-04-2026 17:00:00",22.348441,82.549611,NH3,1,1,1
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","18-04-2026 17:00:00",22.348441,82.549611,SO2,2,19,9
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","18-04-2026 17:00:00",22.348441,82.549611,OZONE,2,8,6
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","18-04-2026 17:00:00",22.126650,83.483212,PM2.5,22,72,49
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","18-04-2026 17:00:00",22.1910172,83.5197009,SO2,14,18,15
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","18-04-2026 17:00:00","28.594169 ","77.125100 ",PM10,36,218,125
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","18-04-2026 17:00:00","28.594169 ","77.125100 ",NO2,9,62,32
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","18-04-2026 17:00:00","28.594169 ","77.125100 ",NH3,5,15,9
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","18-04-2026 17:00:00","28.594169 ","77.125100 ",OZONE,3,38,32
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","18-04-2026 17:00:00",28.656756,77.227234,NO2,32,161,90
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","18-04-2026 17:00:00",28.656756,77.227234,NH3,9,23,14
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","18-04-2026 17:00:00","28.615828 ","77.271992 ",PM10,57,361,135
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-04-2026 17:00:00",28.7500499,77.1112615,PM2.5,23,398,131
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-04-2026 17:00:00",28.7500499,77.1112615,SO2,22,29,25
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-04-2026 17:00:00",28.7500499,77.1112615,OZONE,18,22,19
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-04-2026 17:00:00",25.599486,85.113666,CO,47,100,57
India,Bihar,Patna,"Samanpura, Patna - BSPCB","18-04-2026 17:00:00",25.596727,85.085624,PM10,76,103,90
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","18-04-2026 17:00:00",25.366336,87.117468,OZONE,3,57,33
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","18-04-2026 17:00:00",25.892357,86.590325,PM2.5,8,203,67
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","18-04-2026 17:00:00",25.859655,85.77944,NO2,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-04-2026 17:00:00",24.952822,84.002396,NH3,2,16,4
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","18-04-2026 17:00:00",26.2271665,84.3570427,CO,52,106,93
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","18-04-2026 17:00:00",26.2271665,84.3570427,OZONE,8,15,12
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","18-04-2026 17:00:00",30.735567,76.775714,PM2.5,23,73,45
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","18-04-2026 17:00:00",30.751462,76.762879,NO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","18-04-2026 17:00:00",30.719859,76.738637,SO2,6,6,6
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","18-04-2026 17:00:00",21.194815,81.314770,NO2,5,80,31
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","18-04-2026 17:00:00",21.185571,81.343175,PM10,43,81,54
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","18-04-2026 17:00:00",21.185571,81.343175,NH3,1,2,1
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","18-04-2026 17:00:00",25.586562,85.043586,CO,36,52,42
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-04-2026 17:00:00",25.592539,85.227158,PM10,94,136,115
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-04-2026 17:00:00",25.592539,85.227158,SO2,8,9,9
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","18-04-2026 17:00:00",25.610369,85.132568,OZONE,57,60,60
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","18-04-2026 17:00:00",28.647622,77.3158090,PM10,30,499,259
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","18-04-2026 17:00:00",28.647622,77.3158090,NO2,65,115,83
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","18-04-2026 17:00:00",28.695381,77.181665,NO2,17,85,46
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","18-04-2026 17:00:00",28.531346,77.190156,NO2,14,73,36
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-04-2026 17:00:00",28.621810,77.1944633,PM2.5,2,310,111
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-04-2026 17:00:00",28.621810,77.1944633,PM10,14,222,102
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-04-2026 17:00:00",28.621810,77.1944633,NH3,1,5,4
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-04-2026 17:00:00",28.621810,77.1944633,SO2,16,33,24
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-04-2026 17:00:00",28.621810,77.1944633,CO,38,75,52
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-04-2026 17:00:00",28.699793,77.165453,PM10,79,455,217
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-04-2026 17:00:00",28.699793,77.165453,SO2,6,28,15
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","18-04-2026 17:00:00",23.107969,72.574648,PM10,84,251,131
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-04-2026 17:00:00",22.977134,72.553024,PM2.5,29,310,110
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-04-2026 17:00:00",22.977134,72.553024,NO2,13,114,49
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-04-2026 17:00:00",22.977134,72.553024,NH3,5,57,18
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","18-04-2026 17:00:00","28.594004 ","76.909423 ",PM10,31,247,116
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","18-04-2026 17:00:00",28.570173,76.933762,NO2,11,43,26
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","18-04-2026 17:00:00",28.570173,76.933762,SO2,6,79,18
India,Delhi,Delhi,"Narela, Delhi - DPCC","18-04-2026 17:00:00",28.822836,77.101981,OZONE,12,80,68
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","18-04-2026 17:00:00",28.567890,77.250515,PM10,31,311,136
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","18-04-2026 17:00:00",28.567890,77.250515,NH3,5,14,7
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","18-04-2026 17:00:00",28.57834,77.18400,PM2.5,47,500,208
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-04-2026 17:00:00",22.977134,72.553024,SO2,31,120,87
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-04-2026 17:00:00",22.977134,72.553024,CO,32,105,36
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","18-04-2026 17:00:00",23.016834,72.625775,PM2.5,31,94,55
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","18-04-2026 17:00:00",23.016834,72.625775,NH3,2,24,4
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","18-04-2026 17:00:00",23.041137,72.456691,PM10,52,132,82
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","18-04-2026 17:00:00",23.041137,72.456691,NO2,4,66,23
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","18-04-2026 17:00:00",23.041137,72.456691,NH3,2,10,5
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","18-04-2026 17:00:00",23.023389,72.515201,CO,NA,NA,NA
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","18-04-2026 17:00:00",28.611281,77.237738,PM2.5,2,311,85
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-04-2026 17:00:00",28.636429,77.201067,PM2.5,82,305,145
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-04-2026 17:00:00",28.636429,77.201067,NH3,7,27,13
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-04-2026 17:00:00",28.636429,77.201067,CO,4,118,33
India,Delhi,Delhi,"Mundka, Delhi - DPCC","18-04-2026 17:00:00",28.684678,77.076574,PM10,38,447,184
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","18-04-2026 17:00:00",28.60909,77.0325413,NH3,7,37,25
India,Delhi,Delhi,"ITO, Delhi - CPCB","18-04-2026 17:00:00",28.628624,77.241060,CO,24,102,35
India,Delhi,Delhi,"JNU, Delhi - DPCC","18-04-2026 17:00:00","28.540721 ","77.168544 ",SO2,16,22,18
India,Delhi,Delhi,"JNU, Delhi - DPCC","18-04-2026 17:00:00","28.540721 ","77.168544 ",CO,49,105,71
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","18-04-2026 17:00:00",28.580280,77.233829,PM10,44,295,137
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","18-04-2026 17:00:00",28.580280,77.233829,OZONE,1,12,9
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-04-2026 17:00:00",28.674045,77.131023,PM2.5,10,378,138
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-04-2026 17:00:00",28.674045,77.131023,NH3,4,10,6
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-04-2026 17:00:00",28.674045,77.131023,SO2,NA,NA,NA
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-04-2026 17:00:00",28.674045,77.131023,CO,45,70,52
India,Delhi,Delhi,"Pusa, Delhi - DPCC","18-04-2026 17:00:00",28.639652,77.146275,PM2.5,13,365,94
India,Delhi,Delhi,"Rohini, Delhi - DPCC","18-04-2026 17:00:00",28.732528,77.119920,PM2.5,42,428,177
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-04-2026 17:00:00",28.710508,77.249485,PM10,25,243,99
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-04-2026 17:00:00",28.710508,77.249485,OZONE,2,66,49
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","18-04-2026 17:00:00",23.076793,72.627874,OZONE,4,83,72
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","18-04-2026 17:00:00",23.076793,72.627874,NH3,1,7,2
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","18-04-2026 17:00:00",28.39072,77.30059,PM2.5,93,108,101
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","18-04-2026 17:00:00",28.39072,77.30059,NH3,10,12,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","18-04-2026 17:00:00",28.39072,77.30059,CO,54,68,64
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","18-04-2026 17:00:00",28.376058,77.315741,NH3,9,10,10
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","18-04-2026 17:00:00",28.376058,77.315741,CO,39,41,40
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","18-04-2026 17:00:00",28.4417,77.3217,NO2,36,39,38
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","18-04-2026 17:00:00",28.4417,77.3217,SO2,6,6,6
